ticket_id,customer_id,ticket_created_at,ticket_channel,ticket_type,ticket_subject,ticket_description,ticket_priority,ticket_status,assigned_agent,first_response_time_minutes,resolution_time_hours,escalated,customer_satisfaction_rating,final_resolution
TICK-001102,CUST-00629,2025-10-02 08:16:00,Chat,Order Tracking,Where is my Coffee Machine?,I ordered a Coffee Machine and the tracking hasn't updated.,Low,Open,Sam,8,,FALSE,,
TICK-001103,CUST-00037,2025-09-14 13:59:00,Chat,Product Damage,Mechanical Keyboard arrived broken,The box was smashed and the item is damaged.,Medium,Resolved,Chris,14,14.1,FALSE,5,Sent overnight replacement.
TICK-001104,CUST-00433,2026-05-14 20:43:00,Email,Order Tracking,AGAIN: Where is my Running Shoes?,I ordered a Running Shoes and the tracking hasn't updated.,High,Resolved,Chris,187,5.1,TRUE,2,Provided updated tracking link.
TICK-001105,CUST-00014,2025-07-15 13:09:00,Phone,Product Damage,Blender arrived broken,The box was smashed and the item is damaged.,High,Resolved,Riley,6,16.5,TRUE,3,Sent overnight replacement.
TICK-001106,CUST-00823,2025-08-27 19:54:00,Social Media,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Alex,267,3.8,TRUE,4,Voided duplicate authorization hold.
TICK-001107,CUST-00563,2025-07-01 07:53:00,Phone,Order Tracking,AGAIN: Where is my Running Shoes?,I ordered a Running Shoes and the tracking hasn't updated.,Critical,Resolved,Riley,15,1.8,TRUE,1,Provided updated tracking link.
TICK-001108,CUST-00906,2026-02-09 13:18:00,Phone,Refund Request,Need refund for Blender,I returned this last week and want my money back.,Medium,Resolved,Morgan,9,35.2,FALSE,3,Refund processed to original payment method.
TICK-001109,CUST-00433,2025-07-25 06:53:00,Social Media,Order Tracking,Where is my Yoga Mat?,I ordered a Yoga Mat and the tracking hasn't updated.,Medium,Pending,Chris,185,,FALSE,,
TICK-001110,CUST-00125,2025-11-24 07:06:00,Chat,Order Tracking,Where is my Wireless Earbuds?,I ordered a Wireless Earbuds and the tracking hasn't updated.,High,Escalated,Alex,9,,TRUE,,
TICK-001111,CUST-00007,2025-07-29 13:24:00,Email,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Chris,94,3.9,FALSE,4,Voided duplicate authorization hold.
TICK-001112,CUST-00519,2026-03-03 09:13:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Gaming Mouse.",Medium,Resolved,Pat,15,58.1,FALSE,2,Issued return label and shipped correct item.
TICK-001113,CUST-00967,2026-01-16 04:16:00,Chat,Refund Request,Need refund for Yoga Mat,I returned this last week and want my money back.,Medium,Resolved,Jordan,3,9.5,FALSE,5,Refund processed to original payment method.
TICK-001114,CUST-00254,2026-02-18 22:58:00,Chat,Refund Request,Need refund for Laptop Stand,I returned this last week and want my money back.,Medium,Resolved,Taylor,11,37.6,FALSE,2,Refund processed to original payment method.
TICK-001115,CUST-00049,2026-02-23 06:41:00,Chat,Order Tracking,Where is my Coffee Machine?,I ordered a Coffee Machine and the tracking hasn't updated.,Medium,Resolved,Taylor,8,46.2,FALSE,2,Provided updated tracking link.
TICK-001116,CUST-00747,2025-08-01 06:07:00,Email,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Wireless Earbuds.",High,Resolved,Sam,159,8.3,FALSE,5,Issued return label and shipped correct item.
TICK-001117,CUST-00020,2025-12-06 16:08:00,Chat,Refund Request,Need refund for Blender,I returned this last week and want my money back.,High,Resolved,Morgan,5,17.1,FALSE,5,Refund processed to original payment method.
TICK-001118,CUST-00110,2025-11-28 08:26:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Electric Toothbrush.",Medium,Resolved,Chris,14,71.2,FALSE,5,Issued return label and shipped correct item.
TICK-001119,CUST-00620,2025-10-13 11:12:00,Phone,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Jamie,13,58.1,FALSE,1,Sent manual reset link via SMS.
TICK-001120,CUST-00813,2026-03-06 07:02:00,Chat,Refund Request,Need refund for Yoga Mat,I returned this last week and want my money back.,High,Escalated,Chris,5,,TRUE,,
TICK-001121,CUST-00050,2025-08-27 11:19:00,Email,Refund Request,AGAIN: Need refund for Coffee Machine,I returned this last week and want my money back.,High,Resolved,Alex,121,9.2,FALSE,1,Refund processed to original payment method.
TICK-001122,CUST-00604,2026-04-22 03:36:00,Email,Delivery Delay,Package is late,My Blender was supposed to be here 2 days ago.,Medium,Pending,Pat,275,,FALSE,,
TICK-001123,CUST-00242,2025-08-31 22:28:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,Medium,Resolved,Morgan,8,7.2,FALSE,4,Voided duplicate authorization hold.
TICK-001124,CUST-00822,2026-01-17 15:56:00,Email,Payment Issue,Charged twice!,My card was declined but I see a charge.,Medium,Resolved,Alex,29,36.6,FALSE,5,Voided duplicate authorization hold.
TICK-001125,CUST-00971,2025-09-30 19:48:00,Chat,Product Damage & Order Tracking,Where is my Laptop Stand?,I ordered a Laptop Stand and the tracking hasn't updated.,Critical,Escalated,Taylor,1,,TRUE,,
TICK-001126,CUST-00892,2026-04-17 07:58:00,Chat,Delivery Delay,AGAIN: Package is late,My Gaming Mouse was supposed to be here 2 days ago.,Critical,Escalated,Jordan,1,,TRUE,,
TICK-001127,CUST-00767,2025-07-30 01:00:00,Chat,Account Issue & Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Escalated,Jamie,5,,TRUE,,
TICK-001128,CUST-00986,2025-08-21 00:13:00,Chat,Refund Request,Need refund for Running Shoes,I returned this last week and want my money back.,Medium,Resolved,Alex,13,17.6,FALSE,3,Refund processed to original payment method.
TICK-001129,CUST-00330,2026-02-03 13:32:00,Chat,Delivery Delay,Package is late,My Electric Toothbrush was supposed to be here 2 days ago.,Medium,Resolved,Chris,9,52.5,FALSE,1,"Escalated to carrier, offered $10 credit."
TICK-001130,CUST-00898,2026-03-17 21:11:00,Email,Refund Request,Need refund for Gaming Mouse,I returned this last week and want my money back.,High,Resolved,Jamie,99,2.8,TRUE,2,Refund processed to original payment method.
TICK-001131,CUST-00402,2026-02-16 05:41:00,Chat,Product Damage & Order Tracking,Where is my Running Shoes?,I ordered a Running Shoes and the tracking hasn't updated.,Medium,Resolved,Jamie,5,59.2,FALSE,3,Provided updated tracking link.
TICK-001132,CUST-00580,2026-01-02 01:24:00,Email,Delivery Delay,Package is late,My Blender was supposed to be here 2 days ago.,Medium,Resolved,Morgan,198,63.1,FALSE,3,"Escalated to carrier, offered $10 credit."
TICK-001133,CUST-00282,2025-08-03 01:31:00,Phone,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Riley,11,6.4,FALSE,4,Voided duplicate authorization hold.
TICK-001134,CUST-00126,2025-06-29 20:06:00,Chat,Product Damage,Electric Toothbrush arrived broken,The box was smashed and the item is damaged.,High,Resolved,Casey,10,19.3,FALSE,5,Sent overnight replacement.
TICK-001135,CUST-00206,2025-11-20 10:55:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,Medium,Pending,Morgan,8,,FALSE,,
TICK-001136,CUST-00589,2025-11-27 16:12:00,Phone,Refund Request,Need refund for Mechanical Keyboard,I returned this last week and want my money back.,High,Pending,Jamie,14,,FALSE,,
TICK-001137,CUST-00807,2026-05-03 11:48:00,Chat,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Alex,1,42.6,FALSE,3,Sent manual reset link via SMS.
TICK-001138,CUST-00947,2025-07-06 13:44:00,Email,Delivery Delay,Package is late,My Mechanical Keyboard was supposed to be here 2 days ago.,Medium,Resolved,Morgan,215,67.0,FALSE,2,"Escalated to carrier, offered $10 credit."
TICK-001139,CUST-00244,2025-06-16 02:01:00,Email,Delivery Delay,Package is late,My Running Shoes was supposed to be here 2 days ago.,Medium,Resolved,Taylor,186,70.5,FALSE,5,"Escalated to carrier, offered $10 credit."
TICK-001140,CUST-00939,2025-06-03 19:41:00,Email,Payment Issue,Charged twice!,My card was declined but I see a charge.,Medium,Resolved,Pat,18,14.5,FALSE,4,Voided duplicate authorization hold.
TICK-001141,CUST-00860,2025-12-13 09:33:00,Email,General Inquiry,Help with my order,I have a few problems with my recent purchase.,High,Resolved,Riley,101,2.1,FALSE,3,Addressed multiple queries.
TICK-001142,CUST-00030,2025-10-17 21:45:00,Chat,Product Damage,Blender arrived broken,The box was smashed and the item is damaged.,High,Resolved,Morgan,4,5.8,FALSE,5,Sent overnight replacement.
TICK-001143,CUST-00115,2026-04-19 13:38:00,Email,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Pat,217,63.1,FALSE,5,Addressed multiple queries.
TICK-001144,CUST-00862,2025-10-22 01:12:00,Phone,Order Tracking,Where is my Electric Toothbrush?,I ordered a Electric Toothbrush and the tracking hasn't updated.,High,Resolved,Pat,4,7.0,FALSE,5,Provided updated tracking link.
TICK-001145,CUST-00406,2025-09-27 10:34:00,Social Media,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Running Shoes.",Medium,Resolved,Casey,60,33.4,FALSE,1,Issued return label and shipped correct item.
TICK-001146,CUST-00133,2025-09-30 03:11:00,Phone,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Morgan,12,69.1,FALSE,5,Addressed multiple queries.
TICK-001147,CUST-00068,2026-02-03 22:36:00,Chat,Refund Request,Need refund for Mechanical Keyboard,I returned this last week and want my money back.,Medium,Pending,Taylor,15,,FALSE,,
TICK-001148,CUST-00196,2026-02-28 04:58:00,Email,Refund Request,Need refund for Laptop Stand,I returned this last week and want my money back.,Low,Open,Riley,294,,FALSE,,
TICK-001149,CUST-00407,2025-05-21 03:54:00,Phone,Refund Request,Need refund for Gaming Mouse,I returned this last week and want my money back.,Medium,Resolved,Sam,5,31.6,FALSE,4,Refund processed to original payment method.
TICK-001150,CUST-00039,2025-08-17 19:03:00,Email,Delivery Delay,Package is late,My Coffee Machine was supposed to be here 2 days ago.,Medium,Resolved,Sam,233,5.0,FALSE,3,"Escalated to carrier, offered $10 credit."
TICK-001151,CUST-00824,2026-05-07 07:16:00,Phone,Delivery Delay,Package is late,My Coffee Machine was supposed to be here 2 days ago.,High,Resolved,Pat,14,2.2,FALSE,5,"Escalated to carrier, offered $10 credit."
TICK-001152,CUST-00799,2026-01-20 01:48:00,Email,Order Tracking,Where is my Yoga Mat?,I ordered a Yoga Mat and the tracking hasn't updated.,Medium,Resolved,Riley,129,67.6,FALSE,2,Provided updated tracking link.
TICK-001153,CUST-00218,2025-11-15 18:19:00,Email,Account Issue,Can't log in,Password reset not sending.,High,Resolved,Morgan,219,8.5,FALSE,4,Sent manual reset link via SMS.
TICK-001154,CUST-00981,2026-01-29 22:16:00,Social Media,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Laptop Stand.",High,Resolved,Jamie,45,19.0,FALSE,3,Issued return label and shipped correct item.
TICK-001155,CUST-00675,2025-10-12 03:11:00,Email,Delivery Delay,Package is late,My Mechanical Keyboard was supposed to be here 2 days ago.,High,Pending,Taylor,206,,TRUE,,
TICK-001156,CUST-00651,2026-01-19 20:43:00,Chat,Order Tracking,Where is my Blender?,I ordered a Blender and the tracking hasn't updated.,Low,Resolved,Taylor,12,68.2,FALSE,3,Provided updated tracking link.
TICK-001157,CUST-00556,2025-09-04 01:28:00,Email,Payment Issue,Charged twice!,My card was declined but I see a charge.,Critical,Resolved,Morgan,189,1.3,TRUE,2,Voided duplicate authorization hold.
TICK-001158,CUST-00795,2025-08-10 18:30:00,Email,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Escalated,Sam,73,,TRUE,,
TICK-001159,CUST-00121,2025-07-23 19:38:00,Chat,Account Issue & Wrong Product,Got the wrong item,"I didn't order this, I ordered a Smart TV.",Medium,Resolved,Chris,10,43.7,FALSE,3,Issued return label and shipped correct item.
TICK-001160,CUST-00763,2026-01-23 05:27:00,Social Media,Order Tracking,Where is my Yoga Mat?,I ordered a Yoga Mat and the tracking hasn't updated.,Low,Resolved,Morgan,114,39.5,FALSE,5,Provided updated tracking link.
TICK-001161,CUST-00348,2025-09-01 03:39:00,Email,Unknown Issue,Question,Does it work?,Low,Resolved,Casey,172,26.8,FALSE,3,Clarified user question and provided specs.
TICK-001162,CUST-00480,2025-11-13 19:27:00,Email,Refund Request,Need refund for Gaming Mouse,I returned this last week and want my money back.,Medium,Resolved,Sam,133,11.9,FALSE,2,Refund processed to original payment method.
TICK-001163,CUST-00312,2025-12-03 02:08:00,Email,Delivery Delay,Package is late,My Smart TV was supposed to be here 2 days ago.,Critical,Resolved,Jamie,114,1.1,FALSE,5,"Escalated to carrier, offered $10 credit."
TICK-001164,CUST-00813,2025-06-08 08:07:00,Email,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Jamie,263,22.1,FALSE,4,Voided duplicate authorization hold.
TICK-001165,CUST-00737,2025-10-28 04:25:00,Chat,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Morgan,1,33.2,FALSE,3,Addressed multiple queries.
TICK-001166,CUST-00954,2025-08-08 11:50:00,Email,Refund Request,Need refund for Smart TV,I returned this last week and want my money back.,Critical,Resolved,Jamie,239,2.3,TRUE,4,Refund processed to original payment method.
TICK-001167,CUST-00443,2025-09-12 02:30:00,Chat,Order Tracking,Where is my Smart TV?,I ordered a Smart TV and the tracking hasn't updated.,Low,Pending,Sam,6,,FALSE,,
TICK-001168,CUST-00530,2026-05-17 16:54:00,Chat,Account Issue,Can't log in,Password reset not sending.,Low,Pending,Taylor,13,,FALSE,,
TICK-001169,CUST-00552,2026-04-04 07:01:00,Phone,Delivery Delay,Package is late,My Coffee Machine was supposed to be here 2 days ago.,High,Resolved,Riley,7,15.0,FALSE,3,"Escalated to carrier, offered $10 credit."
TICK-001170,CUST-00923,2025-05-21 08:08:00,Social Media,Delivery Delay,Package is late,My Smart TV was supposed to be here 2 days ago.,Medium,Open,Jordan,153,,FALSE,,
TICK-001171,CUST-00591,2025-06-24 22:10:00,Chat,Product Damage,Running Shoes arrived broken,The box was smashed and the item is damaged.,Medium,Resolved,Alex,3,13.4,FALSE,5,Sent overnight replacement.
TICK-001172,CUST-00099,2026-03-21 15:46:00,Phone,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Chris,2,12.5,TRUE,4,Voided duplicate authorization hold.
TICK-001173,CUST-00480,2025-10-30 18:32:00,Email,Delivery Delay,Package is late,My Mechanical Keyboard was supposed to be here 2 days ago.,High,Resolved,Jamie,101,18.0,TRUE,4,"Escalated to carrier, offered $10 credit."
TICK-001174,CUST-00558,2026-05-07 01:54:00,Chat,Product Damage,Mechanical Keyboard arrived broken,The box was smashed and the item is damaged.,High,Resolved,Sam,5,6.7,FALSE,1,Sent overnight replacement.
TICK-001175,CUST-00670,2026-03-27 05:06:00,Email,Payment Issue,Charged twice!,My card was declined but I see a charge.,Critical,Resolved,Sam,123,1.2,TRUE,1,Voided duplicate authorization hold.
TICK-001176,CUST-00542,2026-01-11 15:08:00,Phone,Product Damage & Refund Request,Need refund for Coffee Machine,I returned this last week and want my money back.,High,Resolved,Casey,12,14.2,TRUE,4,Refund processed to original payment method.
TICK-001177,CUST-00601,2025-06-01 06:54:00,Chat,Order Tracking & Refund Request,Where is my Gaming Mouse?,I ordered a Gaming Mouse and the tracking hasn't updated.,Medium,Resolved,Chris,6,18.6,FALSE,3,Provided updated tracking link.
TICK-001178,CUST-00758,2025-06-11 03:43:00,Chat,Order Tracking,Where is my Smart TV?,I ordered a Smart TV and the tracking hasn't updated.,Low,Resolved,Alex,4,37.5,FALSE,5,Provided updated tracking link.
TICK-001179,CUST-00327,2025-11-28 08:30:00,Social Media,Refund Request,Need refund for Running Shoes,I returned this last week and want my money back.,High,Resolved,Taylor,142,10.2,FALSE,4,Refund processed to original payment method.
TICK-001180,CUST-00034,2026-04-09 15:58:00,Phone,General Inquiry,Help with my order,I have a few problems with my recent purchase.,High,Resolved,Casey,8,2.4,TRUE,4,Addressed multiple queries.
TICK-001181,CUST-00080,2025-10-16 21:18:00,Chat,Unknown Issue,Question,Does it work?,Low,Resolved,Alex,7,5.1,FALSE,4,Clarified user question and provided specs.
TICK-001182,CUST-00989,2025-11-04 18:16:00,Email,Refund Request,Need refund for Wireless Earbuds,I returned this last week and want my money back.,Medium,Resolved,Chris,107,39.2,FALSE,5,Refund processed to original payment method.
TICK-001183,CUST-00749,2026-03-07 09:10:00,Email,Refund Request,Need refund for Wireless Earbuds,I returned this last week and want my money back.,Medium,Resolved,Casey,270,1.9,FALSE,2,Refund processed to original payment method.
TICK-001184,CUST-00763,2025-11-20 05:41:00,Chat,Order Tracking,Where is my Laptop Stand?,I ordered a Laptop Stand and the tracking hasn't updated.,Low,Resolved,Casey,3,52.8,FALSE,3,Provided updated tracking link.
TICK-001185,CUST-00885,2026-02-22 22:43:00,Chat,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Jordan,2,68.2,FALSE,4,Addressed multiple queries.
TICK-001186,CUST-00039,2025-11-03 17:15:00,Phone,Refund Request,Need refund for Electric Toothbrush,I returned this last week and want my money back.,Medium,Resolved,Jamie,1,12.9,FALSE,5,Refund processed to original payment method.
TICK-001187,CUST-00033,2026-03-10 03:36:00,Phone,Order Tracking,AGAIN: Where is my Wireless Earbuds?,I ordered a Wireless Earbuds and the tracking hasn't updated.,High,Resolved,Jordan,5,12.8,FALSE,2,Provided updated tracking link.
TICK-001188,CUST-00839,2026-01-08 19:05:00,Email,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Mechanical Keyboard.",Medium,Resolved,Pat,200,51.1,FALSE,3,Issued return label and shipped correct item.
TICK-001189,CUST-00567,2026-01-30 00:49:00,Email,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Jordan,209,23.5,FALSE,1,Voided duplicate authorization hold.
TICK-001190,CUST-00556,2025-06-29 10:37:00,Chat,Order Tracking,Where is my Smart TV?,I ordered a Smart TV and the tracking hasn't updated.,High,Resolved,Alex,11,18.9,FALSE,4,Provided updated tracking link.
TICK-001191,CUST-00526,2025-10-16 23:21:00,Social Media,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Electric Toothbrush.",Critical,Resolved,Jamie,200,2.0,TRUE,1,Issued return label and shipped correct item.
TICK-001192,CUST-00017,2025-07-10 02:43:00,Email,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Medium,Resolved,Casey,201,55.2,FALSE,2,Addressed multiple queries.
TICK-001193,CUST-00416,2025-06-05 04:54:00,Chat,Product Damage,Blender arrived broken,The box was smashed and the item is damaged.,Medium,Resolved,Riley,13,43.6,FALSE,5,Sent overnight replacement.
TICK-001194,CUST-00834,2025-11-22 08:17:00,Phone,Order Tracking,Where is my Laptop Stand?,I ordered a Laptop Stand and the tracking hasn't updated.,Medium,Resolved,Riley,2,38.1,FALSE,4,Provided updated tracking link.
TICK-001195,CUST-00248,2025-08-15 02:19:00,Email,Order Tracking,Where is my Gaming Mouse?,I ordered a Gaming Mouse and the tracking hasn't updated.,Medium,Resolved,Taylor,107,40.3,FALSE,4,Provided updated tracking link.
TICK-001196,CUST-00421,2025-06-28 05:24:00,Phone,Delivery Delay,Package is late,My Electric Toothbrush was supposed to be here 2 days ago.,High,Resolved,Sam,5,15.1,TRUE,4,"Escalated to carrier, offered $10 credit."
TICK-001197,CUST-00410,2025-08-28 19:01:00,Chat,Refund Request,Need refund for Smart TV,I returned this last week and want my money back.,High,Resolved,Riley,3,16.8,FALSE,4,Refund processed to original payment method.
TICK-001198,CUST-00637,2026-04-07 04:28:00,Social Media,Order Tracking,Where is my Laptop Stand?,I ordered a Laptop Stand and the tracking hasn't updated.,Medium,Resolved,Riley,151,14.2,FALSE,5,Provided updated tracking link.
TICK-001199,CUST-00014,2026-03-12 02:42:00,Chat,Delivery Delay,AGAIN: Package is late,My Blender was supposed to be here 2 days ago.,High,Resolved,Jordan,8,17.5,FALSE,3,"Escalated to carrier, offered $10 credit."
TICK-001200,CUST-00731,2025-07-21 18:37:00,Chat,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Taylor,10,61.1,FALSE,4,Sent manual reset link via SMS.
TICK-001201,CUST-00491,2026-02-06 02:09:00,Phone,Payment Issue,Charged twice!,My card was declined but I see a charge.,Critical,Resolved,Taylor,7,0.6,TRUE,1,Voided duplicate authorization hold.
TICK-001202,CUST-00212,2026-03-16 04:34:00,Chat,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Taylor,9,64.8,FALSE,2,Sent manual reset link via SMS.
TICK-001203,CUST-00928,2025-09-10 01:30:00,Social Media,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Jordan,26,16.0,TRUE,1,Voided duplicate authorization hold.
TICK-001204,CUST-00331,2025-07-08 06:12:00,Chat,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Coffee Machine.",High,Resolved,Chris,7,10.3,TRUE,5,Issued return label and shipped correct item.
TICK-001205,CUST-00192,2025-06-13 09:50:00,Email,Refund Request,Need refund for Wireless Earbuds,I returned this last week and want my money back.,Medium,Resolved,Sam,170,43.8,FALSE,5,Refund processed to original payment method.
TICK-001206,CUST-00029,2025-10-15 01:38:00,Chat,Order Tracking,Where is my Wireless Earbuds?,I ordered a Wireless Earbuds and the tracking hasn't updated.,Medium,Pending,Sam,13,,FALSE,,
TICK-001207,CUST-00835,2026-04-12 18:03:00,Chat,Order Tracking,Where is my Blender?,I ordered a Blender and the tracking hasn't updated.,Low,Resolved,Sam,14,35.3,FALSE,5,Provided updated tracking link.
TICK-001208,CUST-00110,2025-06-01 10:21:00,Chat,Account Issue,Can't log in,Password reset not sending.,Medium,Resolved,Morgan,6,46.1,FALSE,5,Sent manual reset link via SMS.
TICK-001209,CUST-00906,2025-06-18 22:04:00,Phone,Order Tracking,Where is my Smart TV?,I ordered a Smart TV and the tracking hasn't updated.,Low,Resolved,Pat,14,36.3,FALSE,2,Provided updated tracking link.
TICK-001210,CUST-00485,2025-12-24 15:39:00,Chat,General Inquiry,Help with my order,I have a few problems with my recent purchase.,High,Resolved,Jamie,4,16.8,FALSE,3,Addressed multiple queries.
TICK-001211,CUST-00266,2025-06-04 15:17:00,Social Media,Product Damage,Coffee Machine arrived broken,The box was smashed and the item is damaged.,Critical,Resolved,Alex,206,2.4,TRUE,1,Sent overnight replacement.
TICK-001212,CUST-00602,2025-07-30 10:05:00,Email,Account Issue & Payment Issue,Charged twice!,My card was declined but I see a charge.,Critical,Escalated,Sam,217,,TRUE,,
TICK-001213,CUST-00082,2025-09-05 20:21:00,Phone,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Alex,8,34.4,FALSE,5,Addressed multiple queries.
TICK-001214,CUST-00872,2025-08-14 04:26:00,Chat,Refund Request,Need refund for Laptop Stand,I returned this last week and want my money back.,Low,Resolved,Chris,15,64.1,FALSE,1,Refund processed to original payment method.
TICK-001215,CUST-00299,2026-04-27 01:31:00,Chat,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Jamie,1,33.7,FALSE,5,Addressed multiple queries.
TICK-001216,CUST-00047,2025-11-18 04:14:00,Email,Account Issue,Can't log in,Password reset not sending.,Low,Resolved,Pat,124,39.1,FALSE,5,Sent manual reset link via SMS.
TICK-001217,CUST-00687,2025-05-20 17:55:00,Email,Wrong Product,Got the wrong item,"I didn't order this, I ordered a Laptop Stand.",High,Resolved,Alex,214,12.3,FALSE,4,Issued return label and shipped correct item.
TICK-001218,CUST-00663,2025-12-23 17:02:00,Phone,Refund Request,Need refund for Running Shoes,I returned this last week and want my money back.,Medium,Resolved,Alex,15,15.3,FALSE,5,Refund processed to original payment method.
TICK-001219,CUST-00032,2025-09-28 12:36:00,Chat,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Jordan,13,19.1,FALSE,1,Addressed multiple queries.
TICK-001220,CUST-01000,2025-07-16 21:16:00,Phone,Account Issue,Can't log in,Password reset not sending.,Medium,Resolved,Chris,13,6.6,FALSE,2,Sent manual reset link via SMS.
TICK-001221,CUST-00277,2025-10-14 11:04:00,Phone,Delivery Delay,Package is late,My Blender was supposed to be here 2 days ago.,High,Pending,Taylor,10,,FALSE,,
TICK-001222,CUST-00382,2026-02-25 19:40:00,Phone,Order Tracking,Where is my Blender?,I ordered a Blender and the tracking hasn't updated.,Low,Open,Jordan,10,,FALSE,,
TICK-001223,CUST-00156,2026-02-09 01:11:00,Phone,Delivery Delay,Package is late,My Wireless Earbuds was supposed to be here 2 days ago.,High,Resolved,Alex,8,21.1,FALSE,3,"Escalated to carrier, offered $10 credit."
TICK-001224,CUST-00714,2026-05-08 20:35:00,Chat,Order Tracking,Where is my Yoga Mat?,I ordered a Yoga Mat and the tracking hasn't updated.,High,Resolved,Jamie,10,13.0,FALSE,1,Provided updated tracking link.
TICK-001225,CUST-00667,2025-12-18 17:31:00,Phone,Product Damage,Gaming Mouse arrived broken,The box was smashed and the item is damaged.,Medium,Resolved,Morgan,12,49.9,FALSE,3,Sent overnight replacement.
TICK-001226,CUST-00010,2025-09-28 07:16:00,Email,Delivery Delay,Package is late,My Mechanical Keyboard was supposed to be here 2 days ago.,Medium,Resolved,Jamie,290,68.5,FALSE,2,"Escalated to carrier, offered $10 credit."
TICK-001227,CUST-00156,2025-10-10 13:38:00,Chat,General Inquiry,Help with my order,I have a few problems with my recent purchase.,Low,Resolved,Jordan,10,60.3,FALSE,1,Addressed multiple queries.
TICK-001228,CUST-00941,2026-01-18 06:45:00,Email,Refund Request,Need refund for Laptop Stand,I returned this last week and want my money back.,High,Escalated,Jamie,67,,TRUE,,
TICK-001229,CUST-00242,2026-04-19 02:39:00,Email,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Resolved,Jordan,161,19.9,FALSE,5,Voided duplicate authorization hold.
TICK-001230,CUST-00228,2025-06-03 17:07:00,Chat,Product Damage & Refund Request,Need refund for Mechanical Keyboard,I returned this last week and want my money back.,High,Resolved,Riley,15,11.3,FALSE,4,Refund processed to original payment method.
TICK-001231,CUST-00340,2026-05-05 08:41:00,Chat,Product Damage,Blender arrived broken,The box was smashed and the item is damaged.,High,Escalated,Riley,12,,TRUE,,
TICK-001232,CUST-00629,2026-02-26 19:25:00,Phone,Delivery Delay,Package is late,My Yoga Mat was supposed to be here 2 days ago.,Medium,Resolved,Jamie,11,45.4,FALSE,4,"Escalated to carrier, offered $10 credit."
TICK-001233,CUST-00764,2026-02-11 02:57:00,Chat,Product Damage,Yoga Mat arrived broken,The box was smashed and the item is damaged.,Critical,Resolved,Alex,4,2.9,FALSE,3,Sent overnight replacement.
TICK-001234,CUST-00456,2026-01-20 10:00:00,Email,Refund Request,Need refund for Electric Toothbrush,I returned this last week and want my money back.,High,Resolved,Alex,228,12.9,FALSE,3,Refund processed to original payment method.
TICK-001235,CUST-00555,2026-03-19 01:23:00,Phone,Product Damage,Wireless Earbuds arrived broken,The box was smashed and the item is damaged.,High,Resolved,Morgan,8,2.1,TRUE,3,Sent overnight replacement.
TICK-001236,CUST-00855,2025-05-26 08:27:00,Phone,Delivery Delay,Package is late,My Electric Toothbrush was supposed to be here 2 days ago.,Medium,Resolved,Pat,4,52.6,FALSE,2,"Escalated to carrier, offered $10 credit."
TICK-001237,CUST-00300,2025-12-27 22:00:00,Phone,Refund Request,Need refund for Gaming Mouse,I returned this last week and want my money back.,Low,Resolved,Casey,1,60.2,FALSE,1,Refund processed to original payment method.
TICK-001238,CUST-00935,2026-02-13 00:02:00,Chat,Account Issue,Can't log in,Password reset not sending.,Medium,Resolved,Pat,4,36.1,FALSE,1,Sent manual reset link via SMS.
TICK-001239,CUST-00716,2026-01-31 18:51:00,Chat,Payment Issue,Charged twice!,My card was declined but I see a charge.,High,Pending,Casey,2,,TRUE,,
